num,pairs,text
608,"('descarta', '')","Por último, tampoco se descarta que el ex primer ministro conservador Edouard Balladur salte a la arena de París de un momento a otro."
610,"('sentenció', '')","El futuro de París pasa por una ""elección de proyecto antes de por una elección de persona"", sentenció."
614,"('informe', 'explica')","""La tecnología existente hoy permite un acceso mucho más directo y eficiente a los mercados que las conexiones electrónicas entre mercados (ITS)"", explica el informe preparado por una comisión especial del NYSE y cuyas recomendaciones fueron aprobadas hoy por el Consejo de Administración de la Bolsa."
620,"('informe', 'explica')","""Esta estructura de plataforma múltiple no sacrifica la vigorosa competencia entre los mercados y no tiene ninguna de las desventajas de un CLOB"", explica el informe del NYSE."
623,"('trata', '')","Se trata de las empresas Corporación IB-Mei, Indra, Zeltia, Abengoa, Amadeus, Amper, Befesa, Radiotrónica, TPI y Terra."
624,"('ausencia', 'destaca')","En esta lista, aprobada el pasado viernes por la Comisión Nacional del Mercado de Valores (CNMV, órgano regulador), destaca la ausencia de Sogecable, compañía candidata que no estará presente al no haber completado los requisitos que debe reunir para su incorporación."
627,"('límites', 'amplían')","Asimismo, se amplían los límites de fluctuación de estos valores, desde el 15 por ciento habitual para las compañías del mercado continuo hasta un 25 por ciento, y se elimina el tope del 50 por ciento de variación en el primer precio en bolsa de una compañía, respecto a su precio de colocación entre los inversores."
633,"('calcula', '')","En el 2002 se calcula que habrá en torno a 3,5 millones de automóviles que no podrán usar la actual gasolina sin plomo de 95 octanos, cuyos usuarios tendrán garantizado el suministro de una gasolina, también sin plomo, pero con los aditivos necesarios para que se produzca, principalmente en los asientos de las válvulas, el efecto lubricante del plomo."
653,"('Insistió', '')","Insistió en que quien haya filtrado esta noticia ha actuado ""imprudentemente"" y dijo que alrededor de la vida de los políticos en el País Vasco hay personas ""que sufren con este tipo de informaciones""."
655,"('Benegas', 'dijo')","""He tenido que enterrar ya a mucha gente, a amigos y compañeros, como para hacer gala de haber tenido un incidente"", dijo Benegas, quien explicó que se limitó a poner el hecho en conocimiento del subdelegado del Gobierno en Guipúzcoa y que su escolta dio parte de lo ocurrido a sus superiores."
657,"('Estimó', '')","Estimó que es ""evidente"" que durante los últimos meses el PSOE siendo uno de los objetivos de la violencia en el País Vasco, recordó los asesinatos de Fernando Buesa y de José Luis López de Lacalle, y observó que además de estos actos los concejales sufren la ""violencia urbana"" contra sus casas o los locales que regentan, así como amenazas."
658,"('Benegas', 'dijo')","""Esta etapa nos está tocando a nosotros"", dijo Benegas, quien manifestó que el PP sufrió una etapa ""terrible"" y que muchos ciudadanos ajenos a la política han sido también víctimas de la violencia terrorista."
661,"('Dijo', '')","Dijo que esa unidad no debe limitarse a convocar concentraciones después de cada desgracia y apostó por definir una estrategia para combatir la violencia, similar a la que se diseñó en el Pacto de Ajuria Enea para combatir el terrorismo."
663,"('estimó', '')","Sobre la posibilidad de adelantar las elecciones en el País Vasco, estimó que no es el momento de opinar al respecto, y se limitó a decir que el Gobierno autonómico es ""muy débil e inestable"" después de que el Ejecutivo se diera cuenta de que era ""insostenible"" mantener el acuerdo de Gobierno con EH, pero insistió en que corresponde al lehendakari tomar las decisiones que considere oportunas."
670,"('tendrían', '')","En caso de que ninguno de los candidatos obtenga esa puntuación, los dos más votados tendrían que presentarse a una segunda ronda de votaciones 45 días más tarde."
672,"('Jacinto', 'intervendrá')","En el acto intervendrá también Jacinto Peynado, el candidato reformista a vicepresidente, quien, según algunos analistas políticos dominicanos, podría convertirse en el presidente de la República ""de hecho"" en caso de que el PRSC ganara en la segunda vuelta, debido a la incapacidad física manifiesta de Balaguer."
680,"('Wadhwani', 'añadió')","""Mayores tipos de interés podrían provocar más adelante rebrotes inflacionistas de mayores consecuencias que las que causarían actualmente"", añadió Wadhwani."
698,"('fuente', 'informó')","Al menos 23 empresas exportadoras de café de Honduras han quebrado en los últimos tres años, muchas de ellas por el impacto del bajo precio del grano en el mercado internacional, informó hoy, Martes, una fuente empresarial."
701,"('Echeverría', 'explicó')","Las empresas sufrieron graves problemas financieros por la caída del precio internacional del café, pues quedaron con mucho grano almacenado, que tuvieron que vender a un valor muy inferior al de compra, explicó Echeverría."
702,"('Añadió', '')","Añadió que los exportadores pidieron un aval del Estado por 22 millones de dólares para afrontar la crisis, pero el Instituto Hondureño del Café (IHCAFE), que maneja la política del sector, rechazó tal pretensión."
709,"('Yeo', 'indicó')","Los habitantes de Nussa Tengara ""están descontentos porque muchos de los paramilitares han atacado a los residentes locales y se quejan de que toda la ayuda gubernamental e internacional se canaliza exclusivamente para los refugiados"", indicó Yeo."
712,"('vigilancia', 'destacan')","Entre estas demandas destacan ""la vigilancia policial durante las 24 horas del día de los campamentos de refugiados y la separación de los malos elementos que viven en las instalaciones"", según la ACNUR."
718,"('considerado', '')","El presidente Wahid, de 60 años, con salud delicada y casi ciego, está considerado un maestro de la intriga política y un hábil líder musulmán que maniobra con la misma soltura con la que es capaz de recitar cualquier pasaje del Corán."
722,"('Hay', '')","Hay quienes comparan a Wahid con un gran artista del teatro tradicional de Java, donde los títeres se mueven en la sombra y sus desplazamientos son meticulosamente coreografiados de antemano."
723,"('biógrafo', 'dice')","""Es como un espadachín que desarma a sus enemigos con su afilada inteligencia"", dice su biógrafo Greg Barton."
724,"('da', '')","En ocasiones da la sensación de que Wahid controla sólo toda Indonesia, pero aparecen periodos de desconcierto en los que se siente como si el enorme archipiélago retornara hacia el caos de los meses anteriores a la caída del ex presidente Suharto, en mayo de 1998, y que amainó tras la celebración de las elecciones legislativas de Junio del año pasado."
726,"('criticas', 'abundan')","En la Coalición de Gobierno abundan las criticas al presidente por tomar decisiones ignorando la voluntad política del resto de los partidos que la integran, y algunos ministros han manifestado abiertamente sentirse desmoralizados a causa de sus comentarios contradictorios."
729,"('tendrá', '')","Precisamente, ante este órgano tendrá que rendir mañana, Lunes, cuentas sobre sus diez meses de turbulento mandato en un ambiente de tensión dada la presión a la que le someterán sus detractores."
740,"('refirió', '')","También se refirió a la tregua de ETA que se hizo, recordó, ""a cambio de acercar presos al País Vasco e, incluso, 140 salieron a la calle"" y, sin embargo, ""la tregua se rompió unilateralmente por ETA y los presos no se devolvieron a su sitio""."
741,"('decir', '')","""Me pueden decir - argumentó - que eso es inhumano, pero más inhumano es una viuda y unos huérfanos que van al cementerio porque a su marido y a su padre los han matado los terroristas""."
744,"('subrayó', '')","""Somos extremeños, somos españoles y somos europeos y para mí es bastante y no necesito más"", subrayó."
749,"('agregó', '')","""Ellos están haciéndolo bien en la competición europea y en la Liga, pero nosotros debemos tener confianza porque estamos mejorando"", agregó."
750,"('Instituto', 'dijo')","La inflación en Brasil fue de 0,23 por ciento en septiembre, ligeramente por debajo del 0,31 por ciento de septiembre de 1999, dijo hoy, miércoles, el estatal Instituto Brasileiro de Geografía y Estadísticas (IBGE)."
754,"('IBGE', 'informó')","En los 12 meses terminados en septiembre los precios subieron un 7,77 por ciento, informó el IBGE."
761,"('partido', 'obtuvo')","Ninguna administración regional obtuvo el partido gubernamental en los comicios del domingo, convocados para elegir gobernadores en 30 de los 32 departamentos del país, alcaldes en 965 de los 1.092 municipios, 502 diputados regionales y 12.118 concejales municipales."
766,"('Dirección', 'afirmó')","""Los resultados (...) se pueden interpretar como un voto sanción` para el Gobierno por carecer de una política de Estado para la solución de los problemas, para llevar adelante de manera exitosa el proceso de paz y la recuperación de la economía"", afirmó la Dirección Nacional Liberal (DNL) en un comunicado que hizo público el domingo por la noche en Bogotá."
772,"('ministro', 'afirmó')","""Hemos dado una lección al mundo"", afirmó a los periodistas el ministro del Interior, el liberal independiente Humberto de la Calle, una vez que la Organización Electoral puso fin a la jornada de votación, que duró ocho horas."
773,"('salimos', '')","En opinión del ex vicepresidente De la Calle, ""salimos adelante y la democracia impera en el país""."
777,"('plan', 'recoge')","También recoge el plan ordenar los usos productivos del suelo ante ""el crecimiento espontáneo de ocupación de masa forestal"" en el cultivo de la fresa en la zona de Huelva."
778,"('consejera', 'aclaró')","En cuanto a las infraestructuras, se apuesta por la red de carreteras básicas articuladas en torno a la A-49, que no se desdoblará o se convertirá en autovía por el Norte del parque de Doñana, aclaró la consejera."
779,"('estaciones', 'prohíben')","Sobre el uso y concesiones del agua, se prohíben nuevas estaciones hídricas y se establecen limitaciones en algunas zonas, según las recomendaciones del Plan de Ordenación del ámbito de Doñana."
803,"('liebres', 'acabaron')","Se acabaron las liebres, se acabaron las posibilidades de tiempos dignos de respeto."
807,"('Moges', 'Fracasaron')","Fracasaron Moges Taye, 11 minutos más lento que su mejor crono, y Peter Chebet, el vencedor de este maratón en 1999, al que los jueces cogieron un tiempo de 2.28:04."
812,"('Arenas', 'explicó')","""Llevábamos mucho tiempo hablando con las administraciones para que esto fuera una realidad y porque siempre nos hemos sentido extraordinariamente cerca de los mineros de Río Tinto"", explicó Arenas, quien recordó que en el pasado ha tenido ""el honor y la satisfacción"" de acompañar a los trabajadores de la mina."
813,"('Señaló', '')","Señaló que tiene la esperanza de que este crédito sirva para solucionar el problema, aunque precisó que existen ""circunstancias externas"" que condicionan la actividad minera en Huelva y dijo que el resto de las administraciones se deben implicar de la misma forma que lo ha hecho el Gobierno central."
821,"('moción', 'Fracasa')",18 de octubre. - Fracasa una moción de censura de la oposición derechista por la decisión del Gobierno de evacuar doce de los 42 asentamientos judíos ilegales construidos por colonos en el último año.
833,"('ministro', 'Dimite')","2 de agosto. - Dimite el ministro israelí de Asuntos Exteriores, David Levy."
845,"('solicitud', 'incluye')","Asimismo, también se incluye la solicitud de modificación del apartado 2 del artículo 24 de la citada Ley de 1972, para que sean compensados ""el interés general y el interés de la empresa explotadora"", con un equilibrio que no perjudique a ninguna de las dos partes."
850,"('hay', '')","Asimismo, hay que recordar, indicó Jiménez Suárez, que las propias empresas concesionarias se encargan del mantenimiento, y que vienen dedicando en tal labor unos 30.000 millones de pesetas anuales."
852,"('quedó', '')","Respecto al déficit fiscal que sufre Catalunya, que los expertos calculan entre 800.000 y 1,3 billones de pesetas, ayer quedó patente que Jordi Pujol y Pasqual Maragall discrepan de la cifra, pero están de acuerdo en que este desequilibrio debe reducirse hasta situarse en unos niveles similares al que registran las regiones europeas con un parecido nivel de renta."
869,"('Hay', '')",Hay lavados de cerebro con humildes sopas de sobre y otros servidos con ricos caldos de pollastre amb galets.
870,"('llamará', '')","Después, en los barrios marginales se les llamará muchachos conflictivos; en los de clase media, chicos difíciles y en las partes altas de las ciudades serán neonazis que destrozan la cabeza a un inmigrante o un mendigo utilizando un esnob bate de béisbol."
871,"('salir', '')","""¿Cómo ha podido salir así en una familia tan pacífica?""."
873,"('equivocado', '')",Se ha equivocado al proponer castigar a los padres con la pérdida de las ayudas familiares según los destrozos ciudadanos de sus hijos.
874,"('Es', '')",Es golpear sólo a un grupo y el más débil.
875,"('tiene', '')","Pero la democracia tiene que buscar una causa a la violencia gratuita juvenil, anárquica o xenófoba."
880,"('gentleman', 'está')",¿Dónde está el imperturbable gentleman del bombín y el irónico humor del gélido habitante de Albión?.
881,"('coincidencia', 'producido')","En Barcelona se ha producido además una magnífica coincidencia para matar dos pájaros de un tiro: los escandalosos y bamboleantes bebedores de cerveza eran los seguidores ingleses, mientras los alemanes no se comportaban tampoco conforme al tópico que les corresponde."
882,"('comentarios', 'Pararán')",¿Pararán por ello los bobalicones comentarios de los tópicos nacionales?.
885,"('paciencia', 'cabe')","Contra los tópicos nacionales sólo cabe la paciencia, y el ridículo de los que los utilizan como facilonga explicación."
886,"('ministro', 'explicó')","El Gobierno español apoyará a Javier Solana como responsable de la política exterior y de seguridad común de la Unión Europea (UE) si logra el consenso de todos los demás socios comunitarios, pero hasta entonces mantendrá como candidato español a Carlos Westendorp, Alto Representante Civil en Bosnia, explicó ayer el ministro de Asuntos Exteriores, Abel Matutes."
891,"('Matutes', 'explicó')","""Quitar formalmente apoyo al señor Westendorp y apoyar a otra candidatura tenía su riesgo"", explicó Matutes."
892,"('añadió', '')","""Por ello, no la retiramos, pero tampoco insistimos en ella"", añadió."
893,"('Matutes', 'aseguró')","""Si Solana recoge suficientes apoyos en el Consejo, contará con nuestro apoyo"", aseguró Matutes."
896,"('falta', '')","A pesar de que el Madrid ha llegado a un compromiso con Michel Salgado, por el que el lateral jugará las próximas cinco temporadas en el club blanco, aún falta que el Celta y el Madrid alcancen un acuerdo."
899,"('Sanz', 'dijo')","""Hablaremos con el Celta dentro de 15 días"", dijo Sanz, que también se reunió con los representantes del jugador."
902,"('mienten', '')","Si les dices que se debe a un lapsus, cosa normal entre humanos, te mienten diciendo que ellos nunca la olvidan cuando van en moto."
903,"('tengo', '')",Miedo tengo ya de dejarme un intermitente encendido.
906,"('descarta', '')","Sin embargo, no se descarta que Puigbó siga vinculado de alguna forma a la tele pública catalana con un programa del área de informativos."
908,"('Puigbó', 'limitó')","""En primer lugar, todavía no sé si Paral.lel continuará en la parrilla"", se limitó a contestar Puigbó a EL PERIODICO sobre la posibilidad de que en otoño pasara a conducir este veterano espacio de entrevistas en profundidad."
915,"('acuerdo', 'materializó')","En Granada, ayer se materializó el acuerdo entre PSOE, IU y Partido Andalucista (PA) que permitirá un gobierno municipal de coalición, que estará presidido por el socialista José Moratalla."
922,"('ver', '')","Entre la audiencia se podía ver a políticos como Enrique Lacalle; el conseller de Presidència de la Generalitat, Xavier Trias; el ministro Josep Piqué y la delegada del Gobierno, Julia García-Valdecasas."
926,"('Hubo', '')","Hubo, sin embargo, un desliz protocolario, ya que Arandes y Viñas, y sus esposas, pasaron la velada en una mesa sin más compañía."
934,"('jóvenes', 'murieron')",Fruto del choque murieron dos jóvenes de 22 años y otras dos personas resultaron heridas.
936,"('noticia', 'difundió')",Hace unos años se difundió una noticia desde Buenos Aires que daba cuenta de un suceso curioso.
938,"('descubrieron', '')","Cuando pudieron rescatar al accidentado descubrieron con cierta sorpresa que el telefonino destripado que yacía junto a él en el fondo del hoyo estaba vacío, era de pega."
940,"('pone', '')","Como mucho, pone en evidencia que su poseedor es persona ocupada y, en ocasiones, mal educada."
944,"('hecho', '')","Y al final lo han hecho con una adhesión más limitada, más contenida."
952,"('genes', 'patentar')","Por ejemplo, se podrán patentar los genes o células que se utilizan en la producción de la insulina humana."
973,"('subrayó', '')","En este sentido, subrayó los largos plazos de pago que sufren los proveedores de algunas grandes superficies, pese a la existencia de la ley de comercio que prohíbe esas prácticas."
980,"('Schumacher', 'reconoció')","""Los problemas en la pierna izquierda (en la que sufrió una doble fractura de tibia y peroné) son demasiado graves y así es prácticamente imposible correr"", reconoció Schumacher."
985,"('saldó', '')",El accidente se saldó sin heridos.
993,"('enfrentará', '')",Mañana se enfrentará a Hungría en las semifinales de la Copa del Mundo.
997,"('tendrá', '')","Si España termina cuarta en la Copa del Mundo, aún tendrá una última oportunidad en el Preolímpico, que se disputará en la ciudad alemana de Hannóver en mayo del 2000."
1010,"('complicó', '')",Se nos complicó al principio cuando los australianos se pusieron 3-1.
1011,"('técnico', 'afirmó')","No nos dejaban llegar a portería y, a la vez, nos pitaron 14 faltas ofensivas, algo insólito que nunca viví en mi carrera como seleccionador "", afirmó a Efe el técnico Joan Jané."
1013,"('Jané', 'añadió')","Hoy era el día D, teníamos la posibilidad de ir a semifinales y luchar por estar en los Juegos "", añadió Jané."
1017,"('aventura', 'Termina')","Termina así la aventura de Bakero en el banquillo ya que en los 13 partidos que ha dirigido al Puebla, cinco del torneo anterior y ocho del actual, sólo ha ganado dos encuentros, ha empatado cuatro y ha encajado siete derrotas."
1022,"('tuvieron', '')","Los helicópteros de salvamento españoles y otros barcos tuvieron que rescatar ayer a otros tres navegantes solitarios que participan en la travesía del Atlántico reservada a barcos de menos de 6,5 metros."
1031,"('presidente', 'limitó')","""Escucho las reivindicaciones; me lo apunto"", se limitó a decir el presidente de la Generalitat, que inauguró en Tarragona el segundo Congreso de la Abogacía Catalana, al que también asistieron, entre otros, la consellera de Justícia, Núria de Gispert, y el presidente del Consejo de la Abogacía, Eugeni Gay."
1033,"('debatirán', '')","Durante tres días debatirán la pasantía, los honorarios, la asistencia jurídica gratuita, la normalización del catalán y otros temas del mundo del derecho."
1040,"('dijo', '')","""Es injusto"", dijo."
1042,"('Añadió', '')","Añadió que el Gobierno se comprometió a rebajar la retención al 18%, lo que, en su opinión, no basta."
1043,"('afirmó', '')","""Es un trato confiscatorio"", afirmó, y apuntó la necesidad de un pacto de Estado sobre Justicia."
1045,"('señaló', '')","""Me lo apunto"", señaló."
1048,"('Reconoció', '')","Reconoció que en el texto de esta última normativa hay ""algunos anzuelos"" en temas que benefician al Govern, aunque avisó: ""No nos pueden acusar de desleales"", en respuesta a unas declaraciones efectuadas por el portavoz del Gobierno, Josep Piqué."
1049,"('Insistió', '')",Insistió en que no se votó a favor de la propuesta del PP porque no existía consenso entre los profesionales del derecho.
1068,"('espuma', 'disipado')","Por eso, cuando aún no se había disipado la espuma de su descorche como rey, ya estaba manos a la obra y sellaba una alianza con los partidos democráticos y la élite progresista con un único fin: salvar Marruecos."
1069,"('Mohamed', 'explica')","""El rey y las fuerzas democráticas están dando a Marruecos la única y última oportunidad para salir adelante"", explica Mohamed Al Gahs, director del diario socialista Libération."
1074,"('Mohamed', 'afirma')","Tenemos ya los gérmenes que han destruido países, los han ensangrentado o los han hundido en la oscuridad de la dictadura "", afirma Mohamed Al Gahs, para justificar esta monarquía ilustrada que va a imponer a los marroquís el sistema Todo por el pueblo, pero sin el pueblo."
1075,"('Alí', 'opina')","""Estamos viviendo una primera fase de liberalización política, en la que la democracia es aún un proyecto a construir"", opina Alí Buabid, un joven político de izquierdas, para definir la situación, intereses de una sociedad que ya no cree en ellos."
1077,"('reconoce', '')","""La capacidad de absorción por las élites políticas marroquís de la cultura democrática es aún demasiado débil como para imaginar por ahora otra cosa que una monarquía fuerte"", reconoce."
1078,"('Tienen', '')","""Tienen interiorizado de tal manera los principios arcaicos de la autoridad - - dice Buabid - - que necesitan un poco de tiempo para descubrir las virtudes de la autonomía""."
1080,"('rey', 'juega')","Esta función la juega el rey que, aunque parezca un contrasentido, se ha convertido en el motor del cambio."
1081,"('diplomático', 'va')","""Por ahora, no va a haber elecciones verdaderamente libres ya que la sociedad civil carece de la fuerza necesaria para contener la marea de desesperados que, en caso de que se celebraran unos comicios, daría la victoria a los integristas"", afirma un diplomático."
1086,"('permitió', '')","Primero permitió volver sin condiciones a Abraham Serfaty, a quien su padre convirtió en el preso político más longevo de Africa después de Nelson Mandela por el pecado de defender el derecho a la autodeterminación de los saharauis."
1087,"('facilitó', '')","Después facilitó el regreso de la familia de Mehdi Ben Barka, el opositor secuestrado y asesinado."
1090,"('entramado', 'conoce')","Con este apelativo se conoce el entramado de clientelismo y corrupción que Dris Basri, el todopoderoso ministro del Interior, forjó en los 25 años que lleva en el cargo y en los que fue la implacable mano ejecutora de los designios de Hassan II."
1099,"('es', '')","Por eso, lo que ha hecho el nuevo rey es saltarse el sistema, creando organismos nuevos apadrinados por él mismo para atender las prioridades del país y evitar así que sus deseos se pierdan en los laberintos de la burocracia."
1103,"('es', '')","Sin embargo, si hay algo que el monarca debe hacer rápido es atacar la situación de pobreza y miseria en la que viven muchos marroquís."
1105,"('diplomático', 'señala')","""Si no actúa pronto, todo saltará por los aires"", señala un diplomático apuntando hacia el creciente poder de los integristas, en especial del movimiento Justicia y Caridad, que es, con creces, la formación capaz de movilizar a más gente en todo Marruecos."
1107,"('giro', 'Es')",Es este necesario giro social el que concreta la alianza entre el rey y los partidos democráticos.
1115,"('estaba', '')","A los 2 años de edad ya estaba en Badalona y de muy niño empezó a jugar al baloncesto en el colegio de los salesianos; cumplidos los 13 ingresó en el Joventut, y en la Penya sigue: primero, como jugador durante 17 años; luego, como organizador de actividades, y luego, casi seguido, como vicepresidente de la directiva a cuya presidencia acaba de acceder."
1126,"('hace', '')","Y lo hace con acierto: el resultado es una versión estilizada, conservadora en el mejor sentido del término, y permite a los cantantes concentrarse en el plano vocal sin pedirles grandes exigencias dramáticas."
1127,"('Vick', 'permite')","Sólo en la descripción visual de lord Arturo Bucklaw, interpretado por Carlos Cosías, se permite Vick alguna pequeña ironía."
1128,"('cuenta', '')","En esta versión, además, cuenta con una June Anderson en plena forma que sirvió una ejemplar escena de la locura, la más esperada por los aficionados."
1131,"('recordar', '')",Para recordar.
1145,"('años', 'pasado')",- - Han pasado más de cuatro años desde su último disco.
1147,"('salido', '')",Ha salido así.
1150,"('firma', 'aparece')","En esta canción aparece la firma de Pedro Ayres, de Madredeus."
1151,"('buscó', '')",¿Qué buscó en él? - -.
1154,"('hubo', '')","Como casi siempre, no hubo nada premeditado."
1155,"('planteé', '')","Ni siquiera me planteé hacer una canción con aire portugués, porque Sentir suena más bien italiana."
1157,"('Trabajo', '')",- - Trabajo con ella desde 1983.
1158,"('Tenemos', '')",Tenemos un largo camino hecho y eso facilita las cosas.
1160,"('atmósferas', 'abundan')",- - En Un mar de confianza abundan las atmósferas y los medios tiempos.
1161,"('Desea', '')",¿Desea alejarse del campo del rock? - -.
1162,"('Es', '')",Es que no podría hacer un corte como Sumisa de otra manera; sería seguir un tópico sólo por mantener lo que se espera de mí.
1163,"('pienso', '')",No pienso si voy a sonar más dura o más blanda; doy a las canciones lo que exigen.
1165,"('Depende', '')",Depende de cada adulto.
1166,"('interesa', '')",A mí no me interesa hacer cosas ya hechas.
1167,"('gusta', '')","Me gusta pensar que avanzo, aunque a veces no sea hacia adelante sino dando giros."
1168,"('hay', '')","A causa de esto, hay quien ha dicho que después de Piensa en mí he cambiado."
1169,"('grabado', '')",Pero si hubiera cambiado tanto como algunos malintencionados predecían habría grabado cuatro discos de boleros.
1170,"('hago', '')","Al final, en mi trabajo hago sobre todo lo que me da la gana; no atiendo a nada más."
1171,"('siente', '')",- - ¿Se siente responsable de la actualización del bolero a raíz del éxito de Piensa en mí? - -.
1174,"('Canto', '')","Canto lo que me apetece, porque tengo que ser honesta conmigo misma."
1175,"('tiempo', 'pasado')",Ha pasado el tiempo y ahora la gente ya no se rasga las vestiduras por algo así.
1176,"('recuperación', 'parece')",- - ¿Le parece aprovechable la recuperación de la música popular cubana? - -.
1177,"('pareció', '')","Cuando Santiago Auserón, que me parece la persona más preclara, empezó a rescatarla me pareció maravilloso."
1180,"('hay', '')",- - Sí lo hay: ¿le estimulan las últimas hornadas del pop? - -.
1181,"('visto', '')",No he visto ningún grupo nuevo que me parezca un bombazo.
1182,"('sigo', '')",Pero sigo escuchando música; siempre me rodeo de cuatro o cinco discos.
1183,"('recuperado', '')","Ultimamente he recuperado a Scritti Politti y escucho a Alex Gopher, Beck, Smashing Pumpkins...."
1185,"('Prefiero', '')",Prefiero no opinar sobre los artistas españoles.
1187,"('Pienso', '')","Pienso que un grupo que vende tendrá algo que yo no he sabido ver, y lo respeto."
1188,"('yo', 'seré')",No seré yo quien diga que es un horror.
1189,"('atribuye', '')",- - ¿A qué atribuye su éxito comercial en Francia? - -.
1190,"('tengo', '')",No tengo ni la más remota idea.
1193,"('canciones', 'gustado')","Habrán gustado las canciones por sí mismas, no porque yo les haya caído simpática."
1194,"('grabado', '')","Ahora he grabado Sentir en francés, con una mezcla de Alex Gopher, y sale en sencillo este mes."
1196,"('Intento', '')","Intento relacionarlas, o bien por tempos o porque hablan de cosas semejantes."
1197,"('actualizado', '')","He actualizado A cada paso, una canción muy ochentera."
1198,"('mezclando', '')","Estoy mezclando canciones nuevas y antiguas, porque no me gusta que haya sólo un tipo de reacción ante un concierto; quiero que haya emoción y también despelote."
1204,"('basta', '')","Para vencer en Nueva Hampshire no basta con desafiar al frío y a la nieve, o a los competidores."
1206,"('esposa', 'confirmó')","""Mi marido es extrañamente supersticioso"", confirmó ayer su esposa Cindy."
1207,"('Cindy', 'dijo')","Precisamente por ello, el senador por Arizona pensaba ayer matar la ansiedad yéndose al cine, ""como hace todos los días de elecciones"", dijo Cindy."
1209,"('llevado', '')","Hasta ha llevado en el bolsillo la brújula que le regaló un votante de este estado ""para que fuera siempre por el buen camino"", según le dijo."
1226,"('provocado', '')","Asimismo, han provocado un sufrimiento suplementario innecesario a las familias de los implicados con las informaciones publicadas, que, según nuestra opinión, no se corresponden con la realidad."
1231,"('Anunciaron', '')","Anunciaron que pedirán la apertura de una investigación judicial por considerar que ""ha habido una dejadez asistencial""."
1236,"('medallas', 'sirven')","De nada sirven las medallas olímpicas, los primeros puestos en campeonatos del mundo y europeos (torneo de París, etcétera)."
1243,"('tiene', '')",¿Qué más tiene que hacer el judo para que las televisiones le den el trato que se merece un deporte que es y será uno de los más aclamados?.
1257,"('Narváez', 'afirma')","""Estas actuaciones demuestran que Barcelona apuesta por el comercio de barrio"", afirma Narváez."
1259,"('habrá', '')",Entre la Meridiana y la calle del Coronel Sanfeliu habrá dos carriles reservados para la circulación - - en las circunstancias en que esté permitida - - y la carga y descarga.
1260,"('carril', 'reservará')",En el resto de la calle se reservará un solo carril.
1263,"('asegura', '')","""Lo estamos reclamando desde hace 15 años"", asegura."
1265,"('Arévalo', 'añade')","""Nosotros pedimos aceras anchas, y desde el ayuntamiento siempre nos habían hablado de semipeatonalización"", añade Arévalo, que aboga por que a determinadas horas se permita la circulación bajando los pilones."
1267,"('Narváez', 'explica')","""El pasaje se humanizará cerrándolo al tráfico y al estacionamiento de coches"", explica Narváez."
1277,"('delfín', 'Muere')",Muere el delfín rescatado herido en Alicante.
1280,"('recuperación', 'finalizó')","En el CRAM finalizó con éxito, hace un mes, la recuperación de otro delfín hallado en Mataró."
1286,"('plan', 'abordó')","En él, según manifestó Redondo Terreros a Europa Press, no se abordó el plan de paz propuesto por Ibarretxe en Junio, tal y como se había anunciado."
1291,"('Aboga', '')",Aboga por tejer una unidad sólida y de fondo de todos los demócratas.
1297,"('pidió', '')","Por ello, pidió que el portavoz del PNV, Iñaki Anasagasti, y el ministro del Interior, Jaime Mayor Oreja, aprovechen el encuentro de mañana y se ""digan las cosas claras""."
1298,"('Insistió', '')","Insistió en que el Gobierno tiene ""la lealtad y cooperación permanente"" del PSOE a la hora de definir una política de Estado frente al terrorismo."
1300,"('espetó', '')","Sin embargo, desde el compromiso y la voluntad de trabajar juntos, espetó al presidente que es la hora de que ""gobierne"" y ""optimice"" la eficacia policial."
1302,"('Anunció', '')","Anunció que trasladará al lehendakari la posición del PSOE y su ""exigencia"" de que ""se garantice la seguridad y libertad de todos los ciudadanos"", pero evitó pronunciarse sobre el nuevo foro de partidos que Ibarretxe quiere impulsar."
1303,"('es', '')","Lo que sí reconoció es que la trayectoria del PNV durante los últimos meses ""no aporta la confianza suficiente para compartir un proyecto en defensa de la paz""."
1306,"('Añadió', '')","Añadió también que el Ejecutivo de Vitoria es ""débil, incapaz de liderar una situación sin precedentes y con el pecado original de haber sido votado por EH""."
1308,"('Advirtió', '')","Advirtió a sus antiguos socios de que si siguen por la senda de los últimos meses, dejarán de ser un partido necesario y se convertirán en un ""lastre"" para sí mismos y para la sociedad."
1309,"('avisó', '')","En este sentido, avisó a Ibarretxe de que a su Gobierno el tiempo se le ""acaba""."
1313,"('Rodolfo', 'Fallece')","Fallece Rodolfo Bay Wright, fundador de la aerolínea Spantax."
1336,"('escatimado', '')",Para celebrar este 50 aniversario no se ha escatimado en gastos: 100 jóvenes de 18 a 25 años rivalizando hasta el último minuto por un título merecen una audiencia digna de una Copa del Mundo de fútbol.
1337,"('hay', '')","En el inicio de este tinglado de princesas por unos días hay que recordar a Eric Morley, fallecido el pasado noviembre."
1339,"('era', '')",En realidad lo que quería era simplemente atraer la atención sobre su cadena de teatro y salas de juego.
1340,"('encontró', '')",Pero encontró un filón y aquel hallazgo publicitario obtuvo un eco desmedido.
1343,"('bombas', 'Volaron')","Volaron bombas de harina contra un espectáculo, al parecer de muchas, vulgar y degradante."
